Name,Formatted address,Latitude,Longitude,Country,Division,District
Purbadhala,"Purbadhala, Bangladesh",24.9430683,90.6002879,Bangladesh,Mymensingh Division,Netrokona District
Jhenaigati,"Jhenaigati, Bangladesh",25.1859383,90.0629989,Bangladesh,Mymensingh Division,Sherpur District
Nakla,"Nakla, Bangladesh",24.9678951,90.1787657,Bangladesh,Mymensingh Division,Sherpur District
Nalitabari,"Nalitabari, Bangladesh",25.0850233,90.1939932,Bangladesh,Mymensingh Division,Sherpur District
Sherpur-S,"Sherpur, Bangladesh",25.0194045,90.0137328,Bangladesh,Mymensingh Division,Sherpur District
Sreebordi,"Sreebardi, Bangladesh",25.147401,89.9393363,Bangladesh,Mymensingh Division,Sherpur District
Kishoreganj,"Kishoreganj, Bangladesh",24.4331227,90.7865655,Bangladesh,Mymensingh Division,Kishoreganj District
Adamdighi,"Adamdighi, Bangladesh",24.8002827,89.0418249,Bangladesh,Rajshahi Division,Bogra District
Bogura-S,"Bogura, Bangladesh",24.848078,89.3729633,Bangladesh,Rajshahi Division,Bogra District
Dhunot,"Dhunat, Bangladesh",24.6779694,89.5403279,Bangladesh,Rajshahi Division,Bogra District
Dhupchancia,"Dupchanchia, Bangladesh",24.8812002,89.177742,Bangladesh,Rajshahi Division,Bogra District
Gabtali,"Gabtali Upazila, Bangladesh",24.8794971,89.4553088,Bangladesh,Rajshahi Division,Bogra District
Kahaloo,"Kahaloo, Bangladesh",24.8282604,89.2681019,Bangladesh,Rajshahi Division,Bogra District
Nandigram,"Nandigram, Bangladesh",24.648104,89.24565826,Bangladesh,Rajshahi Division,Bogra District
Sariakandi,"Sariakandi, Bangladesh",24.8887731,89.5709844,Bangladesh,Rajshahi Division,Bogra District
Shajahanpur,"Shajahanpur Upazila, Bangladesh",24.7661428,89.3837983,Bangladesh,Rajshahi Division,Bogra District
Shibganj,"Shibganj, Bangladesh",25.0005682,89.3203233,Bangladesh,Rajshahi Division,Bogra District
Sonatala,"Sonatala, Bangladesh",25.039824,89.4978411,Bangladesh,Rajshahi Division,Bogra District
Bholahat,"Bholahat, Bangladesh",24.9456529,88.2278608,Bangladesh,Rajshahi Division,Chapainawabganj District
Gomostapur,"Gomastapur Upazila, Bangladesh",24.7933883,88.2897742,Bangladesh,Rajshahi Division,Chapainawabganj District
Nachol,"Nachole, Bangladesh",24.7326602,88.4137279,Bangladesh,Rajshahi Division,Chapainawabganj District
Shibganj,"Shibganj, Bangladesh",25.0005682,89.3203233,Bangladesh,Rajshahi Division,Bogra District
Akkelpur,"Akkelpur, Bangladesh",24.9692458,89.020323,Bangladesh,Rajshahi Division,Joypurhat District
Joypurhat-S,"Joypurhat, Bangladesh",25.0967735,89.0227126,Bangladesh,Rajshahi Division,Joypurhat District
Kalai,"Kalai Upazila, Bangladesh",25.05824184,89.16970216,Bangladesh,Rajshahi Division,Joypurhat District
Khetlal,"Khetlal, Bangladesh",25.0380091,89.1086477,Bangladesh,Rajshahi Division,Joypurhat District
Panchbibi,"Panchbibi, Bangladesh",25.1871644,89.0191281,Bangladesh,Rajshahi Division,Joypurhat District
Atrai,"Atrai Upazila, Bangladesh",24.62575239,88.98968968,Bangladesh,Rajshahi Division,Naogaon District
Badalgachi,"Badalgachhi, Bangladesh",24.968485,88.9102489,Bangladesh,Rajshahi Division,Naogaon District
Dhamoirhat,"Dhamoirhat, Bangladesh",25.1503961,88.8515028,Bangladesh,Rajshahi Division,Naogaon District
Manda,"Manda Upazila, Bangladesh",24.77549265,88.67006167,Bangladesh,Rajshahi Division,Naogaon District
Mohadevpur,"Mohadevpur, Bangladesh",24.9197919,88.751805,Bangladesh,Rajshahi Division,Naogaon District
Naogaon-S,"Naogaon Sadar Upazila, Bangladesh",24.7936199,88.9317702,Bangladesh,Rajshahi Division,Naogaon District
Niamatpur,"Niamatpur, Bangladesh",24.8336232,88.5698188,Bangladesh,Rajshahi Division,Naogaon District
Patnitala,"Patnitola, Bangladesh",25.0498111,88.7625023,Bangladesh,Rajshahi Division,Naogaon District
Porsha,"Porsha Upazila, Bangladesh",25.05255037,88.14616773,Bangladesh,Rajshahi Division,Naogaon District
Raninagar,"Raninagar Upazila, Bangladesh",24.73835134,88.78585951,Bangladesh,Rajshahi Division,Naogaon District
Shapahar,"Sapahar, Bangladesh",25.1258991,88.587932,Bangladesh,Rajshahi Division,Naogaon District
Bagatipara,"Bagatipara, Bangladesh",24.3024019,88.9641261,Bangladesh,Rajshahi Division,Natore District
Baraigram,"Baraigram, Bangladesh",24.3169944,89.1634563,Bangladesh,Rajshahi Division,Natore District
Gurudaspur,"Gurudaspur Upazila, Bangladesh",24.3683404,89.2331764,Bangladesh,Rajshahi Division,Natore District
Lalpur,"Lalpur Upazila, Bangladesh",24.19965202,88.73770273,Bangladesh,Rajshahi Division,Natore District
Naldanga,"Naldanga, Bangladesh",24.4969457,88.9605365,Bangladesh,Rajshahi Division,Natore District
Natore-S,"Natore Sadar Upazila, Bangladesh",24.4084122,88.9750353,Bangladesh,Rajshahi Division,Natore District
Singra,"Singra, Bangladesh",24.4999846,89.1429216,Bangladesh,Rajshahi Division,Natore District
Atghoria,"Atgharia Upazila, Bangladesh",24.1133788,89.2431288,Bangladesh,Rajshahi Division,Pabna District
Bera,"Bera Upazila,Bangladesh",24.08067423,89.65307782,Bangladesh,Rajshahi Division,Pabna District
Bhangura,"Bhangura, Bangladesh",24.2080142,89.365369,Bangladesh,Rajshahi Division,Pabna District
Chatmohar,"Chatmohar, Bangladesh",24.2268541,89.2904833,Bangladesh,Rajshahi Division,Pabna District
Ishwardi,"Ishwardi, Bangladesh",24.1292024,89.0657027,Bangladesh,Rajshahi Division,Pabna District
Pabna-S,"Pabna Sadar Upazila, Bangladesh",24.0076123,89.2383285,Bangladesh,Rajshahi Division,Pabna District
Santhia,"Santhia Upazila, Bangladesh",24.05615333,89.53530251,Bangladesh,Rajshahi Division,Pabna District
Sujanagar,"Sujanagar, Bangladesh",23.9421529,89.4210136,Bangladesh,Rajshahi Division,Pabna District
Bagha,"Bagha, Bangladesh",24.1974854,88.8371034,Bangladesh,Rajshahi Division,Rajshahi District
Bagmara,"Bagmara, Bangladesh",24.5969612,88.8311022,Bangladesh,Rajshahi Division,Rajshahi District
Charghat,"Charghat, Bangladesh",24.2785308,88.751805,Bangladesh,Rajshahi Division,Rajshahi District
Durgapur,"Durgapur Upazila, Bangladesh","24.444952265029027,",88.76957765,Bangladesh,Rajshahi Division,Rajshahi District
Godagari,"Godagari, Bangladesh",24.4587229,88.3360765,Bangladesh,Rajshahi Division,Rajshahi District
Mohanpur,"Mohanpur Upazila,Bangladesh",24.55186431,88.45724411,Bangladesh,Rajshahi Division,Rajshahi District
Paba,"Paba Upazila, Bangladesh",24.43624476,88.64378927,Bangladesh,Rajshahi Division,Rajshahi District
Puthia,"Puthia, Bangladesh",24.3638464,88.8366628,Bangladesh,Rajshahi Division,Rajshahi District
Tanore,"Tanore, Bangladesh",24.5873417,88.5746498,Bangladesh,Rajshahi Division,Rajshahi District
Belkuchi,"Belkuchi, Bangladesh",24.2952157,89.6980719,Bangladesh,Rajshahi Division,Sirajganj District
Chauhali,"Chauhali Upazila, Bangladesh",24.19397695,89.75409479,Bangladesh,Rajshahi Division,Sirajganj District
Kamarkhand,"Kamarkhanda Upazila, Bangladesh",24.360539,89.6651968,Bangladesh,Rajshahi Division,Sirajganj District
Kazipur,"Kazipur, Bangladesh",24.6544767,89.6345796,Bangladesh,Rajshahi Division,Sirajganj District
Raiganj,"Raiganj, Bangladesh",24.53266803,89.54493257,Bangladesh,Rajshahi Division,Sirajganj District
Shahjadpur,"Shahjadpur, Bangladesh",24.17608026,89.60002416,Bangladesh,Rajshahi Division,Sirajganj District
Sirajganj-S,"Sirajganj, Bangladesh",24.4526459,89.6816208,Bangladesh,Rajshahi Division,Sirajganj District
Tarash,"Tarash, Bangladesh",24.4308914,89.3724769,Bangladesh,Rajshahi Division,Sirajganj District
Ullapara,"Ullapara Upazila, Bangladesh",24.3174024,89.562204,Bangladesh,Rajshahi Division,Sirajganj District
Nageswari,"Nageshwari, Bangladesh",25.9642198,89.6957222,Bangladesh,Rajshahi Division,Kurigram District
Hatibandha,"Hatibanda, Bangladesh",26.1422221,89.1348697,Bangladesh,Rajshahi Division,Lalmonirhat District
Birampur,"Birampur, Bangladesh",25.3899463,88.9916363,Bangladesh,Rangpur Division,Dinajpur District
Birganj,"Birganj, Bangladesh",25.8607706,88.6554861,Bangladesh,Rangpur Division,Dinajpur District
Birol,"Birol Upazila, Bangladesh",25.63277317,88.55648721,Bangladesh,Rangpur Division,Dinajpur District
Bochaganj,"Bochaganj, Bangladesh",25.7997217,88.4621891,Bangladesh,Rangpur Division,Dinajpur District
Chirirbandar,"Chirirbandar, Bangladesh",25.6503373,88.7770522,Bangladesh,Rangpur Division,Dinajpur District
Dinajpur-S,"Dinajpur, Bangladesh",25.6221009,88.6437649,Bangladesh,Rangpur Division,Dinajpur District
Phulbari,"Phulbari Upazila,Bangladesh",25.49728252,88.95008198,Bangladesh,Rangpur Division,Dinajpur District
Ghoraghat,"Ghoraghat Upazila, Bangladesh",25.3006863,89.1808503,Bangladesh,Rangpur Division,Dinajpur District
Hakimpur,"Hakimpur, Bangladesh",25.2745502,89.0131532,Bangladesh,Rangpur Division,Dinajpur District
Kaharol,"Kaharole Upazila, Bangladesh",25.7937132,88.6011786,Bangladesh,Rangpur Division,Dinajpur District
Khanshama,"Khansama, Bangladesh",25.9250154,88.7313557,Bangladesh,Rangpur Division,Dinajpur District
Parbatipur,"Parbatipur, Bangladesh",25.6543901,88.9162387,Bangladesh,Rangpur Division,Dinajpur District
Fulchari,"Fulchhari Upazila, Bangladesh",25.3198082,89.5958514,Bangladesh,Rangpur Division,Gaibandha District
Gaibandha-S,"Gaibandha Sadar Upazila, Bangladesh",25.3297044,89.5428879,Bangladesh,Rangpur Division,Gaibandha District
Gobindaganj,"Gobindaganj Upazila, Bangladesh",25.1373337,89.38691,Bangladesh,Rangpur Division,Gaibandha District
Palashbari,"Palashbari, Bangladesh",25.2793867,89.3535198,Bangladesh,Rangpur Division,Gaibandha District
Sadullapur,"Sadullapur, Bangladesh",25.3909385,89.4659462,Bangladesh,Rangpur Division,Gaibandha District
Saghata,"Saghata, Bangladesh",25.1231112,89.582769,Bangladesh,Rangpur Division,Gaibandha District
Sundarganj,"Sundarganj, Bangladesh",25.5643622,89.5190902,Bangladesh,Rangpur Division,Gaibandha District
Bhurungamari,"Bhurungamari, Bangladesh",26.1089774,89.6698658,Bangladesh,Rangpur Division,Kurigram District
Chilmari,"Chilmari, Bangladesh",25.5810414,89.6616352,Bangladesh,Rangpur Division,Kurigram District
Phulbari,"Phulbari Upazila,Bangladesh",25.94945788,89.5520082,Bangladesh,Rangpur Division,Kurigram District
Kurigram-S,"Kurigram Sadar Upazila, Bangladesh",25.8281684,89.6816208,Bangladesh,Rangpur Division,Kurigram District
Rajarhat,"Rajarhat Upazila, Bangladesh",25.7990489,89.54663928,Bangladesh,Rangpur Division,Kurigram District
Rajibpur,"Char Rajibpur Upazila, Bangladesh",25.44511,89.7930466,Bangladesh,Rangpur Division,Kurigram District
Rowmari,"Rowmari, Bangladesh",25.5754121,89.8306021,Bangladesh,Rangpur Division,Kurigram District
Ulipur,"Ulipur, Bangladesh",25.6564202,89.6204562,Bangladesh,Rangpur Division,Kurigram District
Aditmari,"Aditmari Upazila, Bangladesh",25.927289,89.3841989,Bangladesh,Rangpur Division,Lalmonirhat District
Lalmonirhat-S,"Lalmonirhat, Bangladesh",25.916198,89.4505802,Bangladesh,Rangpur Division,Lalmonirhat District
Patgram,"Patgram, Bangladesh",26.3569512,89.0083726,Bangladesh,Rangpur Division,Lalmonirhat District
Dimla,"Dimla, Bangladesh",26.1439608,88.9509626,Bangladesh,Rangpur Division,Nilphamari District
Domar,"Domar, Bangladesh",26.1016094,88.8214984,Bangladesh,Rangpur Division,Nilphamari District
Jaldhaka,"Jaldhaka Upazila, Bangladesh",26.02279266,89.0214794,Bangladesh,Rangpur Division,Nilphamari District
Nilphamari-S,"Nilphamari, Bangladesh",25.9362732,88.8407037,Bangladesh,Rangpur Division,Nilphamari District
Sayedpur,"Saidpur, Bangladesh",25.7829542,88.8982666,Bangladesh,Rangpur Division,Nilphamari District
Atwari,"Atwari, Bangladesh",26.2365175,88.4137279,Bangladesh,Rangpur Division,Panchagarh District
Boda,"Boda Upazila, Bangladesh",26.20051698,88.5582417,Bangladesh,Rangpur Division,Panchagarh District
Debiganj,"Debiganj, Bangladesh",26.1246793,88.7542102,Bangladesh,Rangpur Division,Panchagarh District
Panchagarh-S,"Panchagarh, Bangladesh",26.335376,88.551698,Bangladesh,Rangpur Division,Panchagarh District
Tetulia,"Tetulia, Bangladesh",26.4820491,88.350376,Bangladesh,Rangpur Division,Panchagarh District
Badarganj,"Badarganj, Bangladesh",25.6539681,89.0704766,Bangladesh,Rangpur Division,Rangpur District
Gangachara,"Gangachara, Bangladesh",25.8560233,89.2229471,Bangladesh,Rangpur Division,Rangpur District
Kaunia,"Kaunia, Bangladesh",25.7741665,89.4316601,Bangladesh,Rangpur Division,Lalmonirhat District
Mithapukur,"Mithapukur, Durgapur, Bangladesh",25.5722678,89.2799763,Bangladesh,Rangpur Division,Rangpur District
Pirgacha,"Pirgachha Upazila, Bangladesh",25.657772,89.4055588,Bangladesh,Rangpur Division,Rangpur District
Pirganj,"Pirganj, Bangladesh",25.4362185,89.3132061,Bangladesh,Rangpur Division,Rangpur District
Rangpur-S,"Rangpur, Bangladesh",25.7438916,89.275227,Bangladesh,Rangpur Division,Rangpur District
Taraganj,"Taraganj Upazila, Bangladesh",25.8079777,89.0355579,Bangladesh,Rangpur Division,Rangpur District
Baliadangi,"Baliadangi, Bangladesh",26.0902338,88.2753144,Bangladesh,Rangpur Division,Thakurgaon District
Haripur,"Haripur Upazila,Bangladesh",25.8444056,88.12315409,Bangladesh,Rangpur Division,Thakurgaon District
Pirganj,"Pirganj, Bangladesh",25.4362185,89.3132061,Bangladesh,Rangpur Division,Rangpur District
Ranisankail,"Ranisankail, Bangladesh",25.8920465,88.2582857,Bangladesh,Rangpur Division,Thakurgaon District
Thakurgaon-S,"Thakurgaon, Bangladesh",26.0273645,88.4646107,Bangladesh,Rangpur Division,Thakurgaon District
Azmiriganj,"Ajmiriganj, Bangladesh",24.5489217,91.2361706,Bangladesh,Sylhet Division,Habiganj District
Bahubal,"Bahubal, Bangladesh",24.3412478,91.5378109,Bangladesh,Sylhet Division,Habiganj District
Baniachong,"Baniachong, Bangladesh",24.5063217,91.3565692,Bangladesh,Sylhet Division,Habiganj District
Chunarughat,"Chunarughat, Bangladesh",24.1973581,91.5172315,Bangladesh,Sylhet Division,Habiganj District
Habiganj-S,"Habiganj, Bangladesh",24.3840055,91.4168974,Bangladesh,Sylhet Division,Habiganj District
Lakhai,"Lakhai Upazila, Bangladesh",24.3106095,91.3023677,Bangladesh,Sylhet Division,Habiganj District
Madhabpur,"Madhabpur, Bangladesh",24.0998223,91.2963269,Bangladesh,Sylhet Division,Habiganj District
Nabiganj,"Nabiganj, Bangladesh",24.567188,91.5136009,Bangladesh,Sylhet Division,Habiganj District
Sayestaganj,"Shaistaganj, Bangladesh",24.2766967,91.4555525,Bangladesh,Sylhet Division,Habiganj District
Barlekha,"Barlekha, Bangladesh",24.707272,92.1917018,Bangladesh,Sylhet Division,Moulvi Bazar District
Juri,"Juri Upazila, Bangladesh",24.61481453,91.941977,Bangladesh,Sylhet Division,Moulvi Bazar District
Kamalganj,"Kamalganj Upazila,Bangladesh",24.37011939,91.86100501,Bangladesh,Sylhet Division,Moulvi Bazar District
Kulaura,"Kulaura, Bangladesh",24.5254644,92.0346665,Bangladesh,Sylhet Division,Moulvi Bazar District
Moulvibazar-S,"Moulvibazar, Bangladesh",24.4842661,91.768487,Bangladesh,Sylhet Division,Moulvi Bazar District
Rajnagar,"Rajnagar Upazila, Bangladesh",24.53162062,86.1606733,Bangladesh,Sylhet Division,Moulvi Bazar District
Sreemangal,"Sreemangal, Bangladesh",24.3065193,91.7295503,Bangladesh,Sylhet Division,Moulvi Bazar District
Biswamvarpur,"Bishwamvarpur, Bangladesh",25.0987573,91.299939,Bangladesh,Sylhet Division,Sunamganj District
Chhatak,"Chhatak Upazila,Bangladesh",25.0417163,91.66643434,Bangladesh,Sylhet Division,Sunamganj District
Dakhin Sunamganj,"Dakshin Sunamganj Upazila, Bangladesh",24.9149748,91.4580948,Bangladesh,Sylhet Division,Sunamganj District
Derai,"Derai Upazila, Bangladesh",24.7880558,91.3541756,Bangladesh,Sylhet Division,Sunamganj District
Dharmapasha,"Dharmapasha, Bangladesh",24.8993243,91.0119509,Bangladesh,Sylhet Division,Sunamganj District
Doarabazar,"Dowarabazar Upazila, Bangladesh",25.0482866,91.5588062,Bangladesh,Sylhet Division,Sunamganj District
Jagannathpur,"Jagannathpur, Bangladesh",24.7716637,91.5450766,Bangladesh,Sylhet Division,Sunamganj District
Jamalganj,"Jamalganj, Bangladesh",24.9970242,91.2337661,Bangladesh,Sylhet Division,Sunamganj District
Sullah,"Sullah Upazila, Bangladesh",24.67106106,91.26235483,Bangladesh,Sylhet Division,Sunamganj District
Sunamganj-S,"Sunamganj Sadar Upazila, Bangladesh",25.0668415,91.4073202,Bangladesh,Sylhet Division,Sunamganj District
Tahirpur,"Tahirpur, Bangladesh",25.0990489,91.1755002,Bangladesh,Sylhet Division,Sunamganj District
Balaganj,"Balaganj Upazila, Bangladesh",24.66137764,91.81765232,Bangladesh,Sylhet Division,Sylhet District
Beanibazar,"Beanibazar, Bangladesh",24.8219613,92.1585314,Bangladesh,Sylhet Division,Sylhet District
Bishwanath,"Bishwanath Upazila, Bangladesh",24.81712833,91.75672024,Bangladesh,Sylhet Division,Sylhet District
Companiganj,"Companiganj Upazila, Bangladesh",25.08811333,91.7547687,Bangladesh,Sylhet Division,Sylhet District
Dakshin Surma,"Dakshin Surma Upazila, Bangladesh",24.8149694,91.9051478,Bangladesh,Sylhet Division,Sylhet District
Fenchuganj,"Fenchuganj, Bangladesh",24.69583,91.944132,Bangladesh,Sylhet Division,Sylhet District
Golapganj,"Golapganj, Bangladesh",24.8580629,92.0150758,Bangladesh,Sylhet Division,Sylhet District
Gowainghat,"Gowainghat Upazila, Bangladesh",25.0910204,91.9823324,Bangladesh,Sylhet Division,Sylhet District
Jaintiapur,"Jaintiapur Upazila, Bangladesh",25.13526894,92.12277387,Bangladesh,Sylhet Division,Sylhet District
Kanaighat,"Kanaighat, Bangladesh",25.0088198,92.2556543,Bangladesh,Sylhet Division,Sylhet District
Osmaninagar,"Osmaninagar, Bangladesh",24.7190186,91.7465808,Bangladesh,Sylhet Division,Sylhet District
Sylhet-S,"Sylhet Sadar Upazila, Bangladesh",24.8950536,91.8688172,Bangladesh,Sylhet Division,Sylhet District
Zakiganj,"Zakiganj, Bangladesh",24.8781208,92.3677887,Bangladesh,Sylhet Division,Sylhet District
